,ID,Subsector_x,CO t,NH3 t,NOx t,PM10 t,PM 2.5 t,SO2 t,VOC t,Subsector_y,CO2 t CO2e,CH4 t CO2e,N2O t CO2e,Other GHGs t CO2e
446,32121A,,,,,,,,,Veneer and plywood manufacturing,1450.0,0.0,0.0,0.0
447,339991,,,,,,,,,"Gasket, packing, and sealing device manufacturing",1070.0,0.0,0.0,0.0
448,334412,,,,,,,,,Bare printed circuit board manufacturing,893.0,0.0,0.0,0.0
449,314910,,,,,,,,,Textile bag and canvas mills,850.0,0.0,0.0,0.0
450,316900,,,,,,,,,Other leather and allied product manufacturing,799.0,0.0,0.0,0.0
451,333515,,,,,,,,,Cutting tool and machine tool accessory manufacturing,764.0,0.0,0.0,0.0
452,334419,,,,,,,,,Other electronic component manufacturing,753.0,0.0,0.0,0.0
453,230202,,,,,,,,,Other residential structures,685.0,0.0,0.0,0.0
454,33999A,,,,,,,,,All other miscellaneous manufacturing,664.0,0.0,0.0,0.0
455,311820,,,,,,,,,"Cookie, cracker and pasta manufacturing",602.0,0.0,0.0,0.0
456,326122,,,,,,,,,Plastics Pipe and Pipe Fitting Manufacturing,590.0,0.0,0.0,0.0
457,313220,,,,,,,,,Narrow fabric mills and schiffli embroidery,572.0,0.0,0.0,0.0
458,315210,,,,,,,,,Cut and sew apparel contractors,429.0,0.0,0.0,0.0
459,516110,,,,,,,,,Internet publishing and broadcasting,337.0,0.0,0.0,0.0
460,518100,,,,,,,,,Internet service providers and web search portals,307.0,0.0,0.0,0.0
461,33221A,,,,,,,,,"Cutlery, utensils, pots, and pans manufacturing",295.0,0.0,0.0,0.0
462,33461A,,,,,,,,,"Software, audio and video reproduction",258.0,0.0,0.0,0.0
463,334613,,,,,,,,,Magnetic and optical recording media manufacturing,250.0,0.0,0.0,0.0
464,316100,,,,,,,,,Leather and hide tanning and finishing,247.0,0.0,0.0,0.0
465,32121B,,,,,,,,,Engineered wood member and truss manufacturing,245.0,0.0,0.0,0.0
466,333911,,,,,,,,,Pump and pumping equipment manufacturing,218.0,0.0,0.0,0.0
467,721A00,,,,,,,,,Other accommodations,209.0,0.0,0.0,0.0
468,334411,,,,,,,,,Electron tube manufacturing,184.0,0.0,0.0,0.0
469,519100,,,,,,,,,Other information services,177.0,0.0,0.0,0.0
470,334417,,,,,,,,,Electronic connector manufacturing,145.0,0.0,0.0,0.0
471,333319,,,,,,,,,Other commercial and service industry machinery manufacturing,144.0,0.0,0.0,0.0
472,339994,,,,,,,,,"Broom, brush, and mop manufacturing",135.0,0.0,0.0,0.0
473,315900,,,,,,,,,Accessories and other apparel manufacturing,126.0,0.0,0.0,0.0
474,315230,,,,,,,,,Women's and girls' cut and sew apparel manufacturing,108.0,0.0,0.0,0.0
475,337920,,,,,,,,,Blind and shade manufacturing,105.0,0.0,0.0,0.0
476,311320,,,,,,,,,Confectionery manufacturing from cacao beans,79.2,0.0,0.0,0.0
477,321992,,,,,,,,,Prefabricated wood building manufacturing,45.2,0.0,0.0,0.0
478,315100,,,,,,,,,Hosiery and sock mills,41.8,0.0,0.0,0.0
479,315220,,,,,,,,,Men's and boys' cut and sew apparel manufacturing,38.8,0.0,0.0,0.0
480,311330,,,,,,,,,Confectionery manufacturing from purchased chocolate,38.5,0.0,0.0,0.0
481,337212,,,,,,,,,Custom architectural woodwork and millwork,30.6,0.0,0.0,0.0
482,713A00,,,,,,,,,Amusement parks and arcades,22.1,0.0,0.0,0.0
483,339992,,,,,,,,,Musical instrument manufacturing,21.5,0.0,0.0,0.0
484,311830,,,,,,,,,Tortilla manufacturing,14.8,0.0,0.0,0.0
485,339111,,,,,,,,,Laboratory apparatus and furniture manufacturing,8.84,0.0,0.0,0.0
486,621B00,,,,,,,,,Healthcare and social assistance,8.45,0.0,0.0,0.0
487,337910,,,,,,,,,Mattress manufacturing,7.89,0.0,0.0,0.0
488,315290,,,,,,,,,Other cut and sew apparel manufacturing,5.08,0.0,0.0,0.0
489,321991,,,,,,,,,"Manufactured home, mobile home, manufacturing",4.15,0.0,0.0,0.0
490,623000,,,,,,,,,Nursing and residential care facilities,4.0,0.0,0.0,0.0
491,713950,,,,,,,,,Bowling centers,3.84,0.0,0.0,0.0
492,532230,,,,,,,,,Video tape and disc rental,1.82,0.0,0.0,0.0
493,3122A0,,,,,,,,,Tobacco product manufacturing,1.16,0.0,0.0,0.0
494,621A00,,,,,,,,,"Offices of physicians, dentists, and other health practitioners",0.982,0.0,0.0,0.0
495,316200,,,,,,,,,Footwear manufacturing,0.499,0.0,0.0,0.0
496,624200,,,,,,,,,"Community food, housing, and other relief services, incl rehabilitation services",0.132,0.0,0.0,0.0
497,114200,,,,,,,,,Hunting and trapping,0.0,0.0,0.0,0.0
498,230101,,,,,,,,,Nonresidential commercial and health care structures,0.0,0.0,0.0,0.0
499,230102,,,,,,,,,Nonresidential manufacturing structures,0.0,0.0,0.0,0.0
500,230103,,,,,,,,,Other nonresidential structures,0.0,0.0,0.0,0.0
501,S00800,,,,,,,,,Owner-Occupied Dwellings,0.0,0.0,0.0,0.0
502,230201,,,,,,,,,Residential permanent site single- and multi-family structures,0.0,0.0,0.0,0.0
503,S00401,,,,,,,,,Scrap,0.0,0.0,0.0,0.0
